Trip Duration,Start Time,Stop Time,Start Station ID,Start Station Name,Start Station Latitude,Start Station Longitude,End Station ID,End Station Name,Latitude,Longitude,Bike ID,User Type,Birth Year,Gender,Trip_Duration_in_min
555,07-10-15 17:52,07-10-15 18:01,3207,Oakland Ave,40.7376037,-74.0524783,3215,Central Ave,40.7467299,-74.0492509,24530,Subscriber,1982,1,9
723,07-10-15 17:55,07-10-15 18:07,3214,Essex Light Rail,40.7127742,-74.0364857,3209,Brunswick St,40.7241765,-74.0506564,24682,Subscriber,1988,1,12
464,07-10-15 17:55,07-10-15 18:03,3184,Paulus Hook,40.7141454,-74.0335519,3202,Newport PATH,40.7272235,-74.0337589,24635,Subscriber,1972,1,8
417,07-10-15 17:55,07-10-15 18:02,3220,5 Corners Library,40.73496102,-74.05950308,3207,Oakland Ave,40.7376037,-74.0524783,24543,Subscriber,1991,1,7
393,07-10-15 17:58,07-10-15 18:05,3196,Riverview Park,40.7443187,-74.0439909,3210,Pershing Field,40.74267714,-74.05178863,24720,Subscriber,1985,1,7
472,07-10-15 18:00,07-10-15 18:07,3185,City Hall,40.7177325,-74.043845,3183,Exchange Place,40.7162469,-74.0334588,24494,Subscriber,1958,2,8
518,07-10-15 18:00,07-10-15 18:08,3184,Paulus Hook,40.7141454,-74.0335519,3186,Grove St PATH,40.71958612,-74.04311746,24464,Subscriber,1972,1,9
100,07-10-15 18:00,07-10-15 18:02,3183,Exchange Place,40.7162469,-74.0334588,3183,Exchange Place,40.7162469,-74.0334588,24521,Subscriber,1941,1,2
380,07-10-15 18:01,07-10-15 18:07,3186,Grove St PATH,40.71958612,-74.04311746,3203,Hamilton Park,40.72759597,-74.04424731,24666,Subscriber,1981,1,6
1613,07-10-15 18:01,07-10-15 18:28,3186,Grove St PATH,40.71958612,-74.04311746,3209,Brunswick St,40.7241765,-74.0506564,24579,Subscriber,1989,2,27
395,07-10-15 18:01,07-10-15 18:08,3186,Grove St PATH,40.71958612,-74.04311746,3209,Brunswick St,40.7241765,-74.0506564,24471,Subscriber,1970,1,7
421,07-10-15 18:02,07-10-15 18:09,3183,Exchange Place,40.7162469,-74.0334588,3213,Van Vorst Park,40.71848892,-74.04772663,24578,Subscriber,1990,2,7
319,07-10-15 18:03,07-10-15 18:08,3183,Exchange Place,40.7162469,-74.0334588,3214,Essex Light Rail,40.7127742,-74.0364857,24432,Subscriber,1941,1,5
587,07-10-15 18:03,07-10-15 18:13,3184,Paulus Hook,40.7141454,-74.0335519,3192,Liberty Light Rail,40.7112423,-74.0557013,24640,Subscriber,1960,1,10
652,07-10-15 18:03,07-10-15 18:14,3183,Exchange Place,40.7162469,-74.0334588,3199,Newport Pkwy,40.7287448,-74.0321082,24633,Subscriber,1972,1,11
806,07-10-15 18:04,07-10-15 18:17,3195,Sip Ave,40.73074263,-74.06378388,3215,Central Ave,40.7467299,-74.0492509,24387,Subscriber,1976,1,13
2075,07-10-15 18:07,07-10-15 18:41,3192,Liberty Light Rail,40.7112423,-74.0557013,3192,Liberty Light Rail,40.7112423,-74.0557013,24397,Subscriber,1957,2,35
1233,07-10-15 18:07,07-10-15 18:28,3200,MLK Light Rail,40.7111305,-74.0788855,3216,Columbia Park,40.6970299,-74.0969366,24662,Subscriber,1976,1,21
1242,07-10-15 18:07,07-10-15 18:28,3195,Sip Ave,40.73074263,-74.06378388,3202,Newport PATH,40.7272235,-74.0337589,24615,Customer,1984,0,21
367,07-10-15 18:07,07-10-15 18:13,3183,Exchange Place,40.7162469,-74.0334588,3211,Newark Ave,40.72152515,-74.04630454,24544,Subscriber,1985,1,6
252,07-10-15 18:08,07-10-15 18:12,3195,Sip Ave,40.73074263,-74.06378388,3194,McGinley Square,40.72533993,-74.06762213,24574,Subscriber,1970,1,4
353,07-10-15 18:08,07-10-15 18:14,3186,Grove St PATH,40.71958612,-74.04311746,3214,Essex Light Rail,40.7127742,-74.0364857,24710,Subscriber,1984,1,6
144,07-10-15 18:08,07-10-15 18:10,3183,Exchange Place,40.7162469,-74.0334588,3214,Essex Light Rail,40.7127742,-74.0364857,24494,Subscriber,1985,2,2
407,07-10-15 18:09,07-10-15 18:15,3186,Grove St PATH,40.71958612,-74.04311746,3203,Hamilton Park,40.72759597,-74.04424731,24420,Subscriber,1982,2,7
141,07-10-15 18:09,07-10-15 18:11,3202,Newport PATH,40.7272235,-74.0337589,3199,Newport Pkwy,40.7287448,-74.0321082,24652,Subscriber,1980,1,2
548,07-10-15 18:10,07-10-15 18:19,3183,Exchange Place,40.7162469,-74.0334588,3211,Newark Ave,40.72152515,-74.04630454,24613,Subscriber,1984,1,9
137,07-10-15 18:10,07-10-15 18:12,3183,Exchange Place,40.7162469,-74.0334588,3214,Essex Light Rail,40.7127742,-74.0364857,24584,Subscriber,1980,1,2
284,07-10-15 18:10,07-10-15 18:15,3206,Hilltop,40.7311689,-74.0575736,3207,Oakland Ave,40.7376037,-74.0524783,24672,Subscriber,1978,2,5
341,07-10-15 18:11,07-10-15 18:16,3209,Brunswick St,40.7241765,-74.0506564,3186,Grove St PATH,40.71958612,-74.04311746,24648,Subscriber,1989,1,6
277,07-10-15 18:11,07-10-15 18:15,3186,Grove St PATH,40.71958612,-74.04311746,3209,Brunswick St,40.7241765,-74.0506564,24464,Subscriber,1968,1,5
168,07-10-15 18:11,07-10-15 18:14,3186,Grove St PATH,40.71958612,-74.04311746,3213,Van Vorst Park,40.71848892,-74.04772663,24673,Subscriber,1986,1,3
182,07-10-15 18:11,07-10-15 18:14,3183,Exchange Place,40.7162469,-74.0334588,3214,Essex Light Rail,40.7127742,-74.0364857,24592,Subscriber,1979,1,3
978,07-10-15 18:12,07-10-15 18:28,3187,Warren St,40.7211236,-74.03805095,3210,Pershing Field,40.74267714,-74.05178863,24650,Subscriber,1989,1,16
910,07-10-15 18:12,07-10-15 18:27,3194,McGinley Square,40.72533993,-74.06762213,3202,Newport PATH,40.7272235,-74.0337589,24481,Customer,1984,0,15
491,07-10-15 18:13,07-10-15 18:21,3191,Union St,40.7182113,-74.0836394,3191,Union St,40.7182113,-74.0836394,24486,Subscriber,1994,1,8
345,07-10-15 18:13,07-10-15 18:19,3186,Grove St PATH,40.71958612,-74.04311746,3203,Hamilton Park,40.72759597,-74.04424731,24493,Subscriber,1976,1,6
1231,07-10-15 18:13,07-10-15 18:34,3198,Heights Elevator,40.74871595,-74.0404433,3199,Newport Pkwy,40.7287448,-74.0321082,24438,Subscriber,1978,2,21
427,07-10-15 18:14,07-10-15 18:21,3202,Newport PATH,40.7272235,-74.0337589,3214,Essex Light Rail,40.7127742,-74.0364857,24401,Subscriber,1983,1,7
763,07-10-15 18:14,07-10-15 18:27,3183,Exchange Place,40.7162469,-74.0334588,3203,Hamilton Park,40.72759597,-74.04424731,24527,Subscriber,1977,2,13
841,07-10-15 18:15,07-10-15 18:29,3195,Sip Ave,40.73074263,-74.06378388,3193,Lincoln Park,40.7246051,-74.07840595,24713,Subscriber,1986,1,14
678,07-10-15 18:15,07-10-15 18:27,3183,Exchange Place,40.7162469,-74.0334588,3203,Hamilton Park,40.72759597,-74.04424731,24404,Subscriber,1986,2,11
602,07-10-15 18:16,07-10-15 18:26,3202,Newport PATH,40.7272235,-74.0337589,3203,Hamilton Park,40.72759597,-74.04424731,24665,Subscriber,1986,2,10
210,07-10-15 18:20,07-10-15 18:23,3183,Exchange Place,40.7162469,-74.0334588,3185,City Hall,40.7177325,-74.043845,24443,Subscriber,1968,1,4
353,07-10-15 18:20,07-10-15 18:26,3183,Exchange Place,40.7162469,-74.0334588,3185,City Hall,40.7177325,-74.043845,24521,Subscriber,1990,1,6
353,07-10-15 18:20,07-10-15 18:26,3183,Exchange Place,40.7162469,-74.0334588,3185,City Hall,40.7177325,-74.043845,24627,Subscriber,1986,1,6
609,07-10-15 18:22,07-10-15 18:32,3183,Exchange Place,40.7162469,-74.0334588,3205,JC Medical Center,40.71653978,-74.04963791,24469,Subscriber,1984,1,10
592,07-10-15 18:22,07-10-15 18:32,3183,Exchange Place,40.7162469,-74.0334588,3192,Liberty Light Rail,40.7112423,-74.0557013,24711,Subscriber,1985,1,10
448,07-10-15 18:22,07-10-15 18:30,3186,Grove St PATH,40.71958612,-74.04311746,3192,Liberty Light Rail,40.7112423,-74.0557013,24495,Subscriber,1969,1,7
1623,07-10-15 18:23,07-10-15 18:50,3183,Exchange Place,40.7162469,-74.0334588,3220,5 Corners Library,40.73496102,-74.05950308,24695,Subscriber,1988,1,27
749,07-10-15 18:25,07-10-15 18:37,3214,Essex Light Rail,40.7127742,-74.0364857,3187,Warren St,40.7211236,-74.03805095,24494,Subscriber,1981,2,12
412,07-10-15 18:25,07-10-15 18:32,3186,Grove St PATH,40.71958612,-74.04311746,3209,Brunswick St,40.7241765,-74.0506564,24529,Subscriber,1983,2,7
492,07-10-15 18:26,07-10-15 18:34,3185,City Hall,40.7177325,-74.043845,3192,Liberty Light Rail,40.7112423,-74.0557013,24577,Subscriber,1989,2,8
1021,07-10-15 18:26,07-10-15 18:43,3213,Van Vorst Park,40.71848892,-74.04772663,3202,Newport PATH,40.7272235,-74.0337589,24547,Subscriber,1987,2,17
179,07-10-15 18:26,07-10-15 18:29,3195,Sip Ave,40.73074263,-74.06378388,3194,McGinley Square,40.72533993,-74.06762213,24694,Subscriber,1972,1,3
339,07-10-15 18:27,07-10-15 18:33,3187,Warren St,40.7211236,-74.03805095,3209,Brunswick St,40.7241765,-74.0506564,24612,Subscriber,1989,1,6
225,07-10-15 18:27,07-10-15 18:31,3183,Exchange Place,40.7162469,-74.0334588,3187,Warren St,40.7211236,-74.03805095,24426,Subscriber,1975,1,4
353,07-10-15 18:28,07-10-15 18:34,3206,Hilltop,40.7311689,-74.0575736,3207,Oakland Ave,40.7376037,-74.0524783,24517,Subscriber,1979,1,6
214,07-10-15 18:29,07-10-15 18:32,3186,Grove St PATH,40.71958612,-74.04311746,3205,JC Medical Center,40.71653978,-74.04963791,24548,Subscriber,1985,1,4
493,07-10-15 18:30,07-10-15 18:38,3187,Warren St,40.7211236,-74.03805095,3202,Newport PATH,40.7272235,-74.0337589,24691,Subscriber,1962,1,8
471,07-10-15 18:30,07-10-15 18:38,3185,City Hall,40.7177325,-74.043845,3203,Hamilton Park,40.72759597,-74.04424731,24443,Subscriber,1969,1,8
582,07-10-15 18:30,07-10-15 18:40,3183,Exchange Place,40.7162469,-74.0334588,3192,Liberty Light Rail,40.7112423,-74.0557013,24688,Subscriber,1981,2,10
486,07-10-15 18:32,07-10-15 18:40,3214,Essex Light Rail,40.7127742,-74.0364857,3183,Exchange Place,40.7162469,-74.0334588,24401,Subscriber,1973,1,8
383,07-10-15 18:33,07-10-15 18:39,3210,Pershing Field,40.74267714,-74.05178863,3196,Riverview Park,40.7443187,-74.0439909,24720,Subscriber,1985,1,6
351,07-10-15 18:33,07-10-15 18:39,3183,Exchange Place,40.7162469,-74.0334588,3186,Grove St PATH,40.71958612,-74.04311746,24402,Subscriber,1970,1,6
353,07-10-15 18:34,07-10-15 18:40,3202,Newport PATH,40.7272235,-74.0337589,3214,Essex Light Rail,40.7127742,-74.0364857,24635,Subscriber,1979,1,6
599,07-10-15 18:34,07-10-15 18:44,3202,Newport PATH,40.7272235,-74.0337589,3203,Hamilton Park,40.72759597,-74.04424731,24481,Subscriber,1977,2,10
435,07-10-15 18:38,07-10-15 18:46,3187,Warren St,40.7211236,-74.03805095,3205,JC Medical Center,40.71653978,-74.04963791,24664,Subscriber,1963,1,7
726,07-10-15 18:39,07-10-15 18:51,3202,Newport PATH,40.7272235,-74.0337589,3214,Essex Light Rail,40.7127742,-74.0364857,24408,Subscriber,1986,2,12
332,07-10-15 18:39,07-10-15 18:45,3186,Grove St PATH,40.71958612,-74.04311746,3214,Essex Light Rail,40.7127742,-74.0364857,24715,Subscriber,1974,1,6
298,07-10-15 18:40,07-10-15 18:45,3202,Newport PATH,40.7272235,-74.0337589,3187,Warren St,40.7211236,-74.03805095,24589,Subscriber,1976,1,5
307,07-10-15 18:41,07-10-15 18:46,3186,Grove St PATH,40.71958612,-74.04311746,3211,Newark Ave,40.72152515,-74.04630454,24500,Subscriber,1983,2,5
587,07-10-15 18:41,07-10-15 18:51,3183,Exchange Place,40.7162469,-74.0334588,3199,Newport Pkwy,40.7287448,-74.0321082,24401,Subscriber,1985,1,10
244,07-10-15 18:41,07-10-15 18:45,3214,Essex Light Rail,40.7127742,-74.0364857,3205,JC Medical Center,40.71653978,-74.04963791,24636,Subscriber,1977,1,4
580,07-10-15 18:43,07-10-15 18:53,3195,Sip Ave,40.73074263,-74.06378388,3215,Central Ave,40.7467299,-74.0492509,24430,Subscriber,1977,1,10
306,07-10-15 18:44,07-10-15 18:49,3195,Sip Ave,40.73074263,-74.06378388,3201,Dey St,40.737711,-74.066921,24659,Subscriber,1988,1,5
799,07-10-15 18:44,07-10-15 18:58,3202,Newport PATH,40.7272235,-74.0337589,3183,Exchange Place,40.7162469,-74.0334588,24531,Subscriber,1986,1,13
589,07-10-15 18:45,07-10-15 18:55,3202,Newport PATH,40.7272235,-74.0337589,3213,Van Vorst Park,40.71848892,-74.04772663,24691,Customer,1984,0,10
452,07-10-15 18:47,07-10-15 18:55,3202,Newport PATH,40.7272235,-74.0337589,3203,Hamilton Park,40.72759597,-74.04424731,24448,Subscriber,1977,1,8
339,07-10-15 18:48,07-10-15 18:54,3202,Newport PATH,40.7272235,-74.0337589,3203,Hamilton Park,40.72759597,-74.04424731,24399,Subscriber,1963,1,6
521,07-10-15 18:49,07-10-15 18:57,3203,Hamilton Park,40.72759597,-74.04424731,3205,JC Medical Center,40.71653978,-74.04963791,24666,Subscriber,1985,1,9
1149,07-10-15 18:50,07-10-15 19:09,3202,Newport PATH,40.7272235,-74.0337589,3194,McGinley Square,40.72533993,-74.06762213,24547,Subscriber,1985,1,19
1258,07-10-15 18:51,07-10-15 19:12,3214,Essex Light Rail,40.7127742,-74.0364857,3202,Newport PATH,40.7272235,-74.0337589,24432,Subscriber,1976,1,21
1238,07-10-15 18:52,07-10-15 19:12,3214,Essex Light Rail,40.7127742,-74.0364857,3202,Newport PATH,40.7272235,-74.0337589,24710,Subscriber,1987,2,21
527,07-10-15 18:52,07-10-15 19:00,3195,Sip Ave,40.73074263,-74.06378388,3193,Lincoln Park,40.7246051,-74.07840595,24619,Subscriber,1975,2,9
296,07-10-15 18:52,07-10-15 18:57,3186,Grove St PATH,40.71958612,-74.04311746,3213,Van Vorst Park,40.71848892,-74.04772663,24642,Customer,1984,0,5
256,07-10-15 18:54,07-10-15 18:58,3215,Central Ave,40.7467299,-74.0492509,3196,Riverview Park,40.7443187,-74.0439909,24566,Subscriber,1984,1,4
246,07-10-15 18:54,07-10-15 18:58,3202,Newport PATH,40.7272235,-74.0337589,3187,Warren St,40.7211236,-74.03805095,24633,Customer,1984,0,4
225,07-10-15 18:54,07-10-15 18:58,3202,Newport PATH,40.7272235,-74.0337589,3187,Warren St,40.7211236,-74.03805095,24652,Customer,1984,0,4
1146,07-10-15 18:56,07-10-15 19:15,3192,Liberty Light Rail,40.7112423,-74.0557013,3211,Newark Ave,40.72152515,-74.04630454,24640,Subscriber,1980,1,19
1167,07-10-15 18:56,07-10-15 19:15,3202,Newport PATH,40.7272235,-74.0337589,3186,Grove St PATH,40.71958612,-74.04311746,24615,Customer,1984,0,19
313,07-10-15 18:57,07-10-15 19:02,3205,JC Medical Center,40.71653978,-74.04963791,3186,Grove St PATH,40.71958612,-74.04311746,24569,Subscriber,1981,2,5
598,07-10-15 18:57,07-10-15 19:07,3195,Sip Ave,40.73074263,-74.06378388,3212,Christ Hospital,40.73478582,-74.05044364,24595,Subscriber,1986,1,10
342,07-10-15 18:57,07-10-15 19:03,3203,Hamilton Park,40.72759597,-74.04424731,3186,Grove St PATH,40.71958612,-74.04311746,24532,Subscriber,1983,1,6
907,07-10-15 18:58,07-10-15 19:13,3183,Exchange Place,40.7162469,-74.0334588,3225,Baldwin at Montgomery,40.7236589,-74.0641943,24483,Subscriber,1984,2,15
469,07-10-15 18:59,07-10-15 19:07,3192,Liberty Light Rail,40.7112423,-74.0557013,3186,Grove St PATH,40.71958612,-74.04311746,24515,Subscriber,1989,2,8
964,07-10-15 18:59,07-10-15 19:15,3192,Liberty Light Rail,40.7112423,-74.0557013,3211,Newark Ave,40.72152515,-74.04630454,24711,Customer,1984,0,16
369,07-10-15 19:00,07-10-15 19:06,3202,Newport PATH,40.7272235,-74.0337589,3203,Hamilton Park,40.72759597,-74.04424731,24393,Subscriber,1977,1,6
951,07-10-15 19:00,07-10-15 19:16,3211,Newark Ave,40.72152515,-74.04630454,3203,Hamilton Park,40.72759597,-74.04424731,24644,Subscriber,1952,1,16
355,07-10-15 19:02,07-10-15 19:08,3202,Newport PATH,40.7272235,-74.0337589,3187,Warren St,40.7211236,-74.03805095,24601,Customer,1984,0,6
387,07-10-15 19:02,07-10-15 19:08,3201,Dey St,40.737711,-74.066921,3195,Sip Ave,40.73074263,-74.06378388,24594,Subscriber,1980,1,6
623,07-10-15 19:02,07-10-15 19:13,3202,Newport PATH,40.7272235,-74.0337589,3186,Grove St PATH,40.71958612,-74.04311746,24700,Subscriber,1981,1,10
1330,07-10-15 19:02,07-10-15 19:25,3225,Baldwin at Montgomery,40.7236589,-74.0641943,3197,North St,40.752559,-74.044725,24434,Subscriber,1988,2,22
331,07-10-15 19:02,07-10-15 19:08,3202,Newport PATH,40.7272235,-74.0337589,3187,Warren St,40.7211236,-74.03805095,24435,Customer,1984,0,6
1313,07-10-15 19:02,07-10-15 19:24,3225,Baldwin at Montgomery,40.7236589,-74.0641943,3197,North St,40.752559,-74.044725,24505,Subscriber,1986,1,22
2539,07-10-15 19:03,07-10-15 19:45,3202,Newport PATH,40.7272235,-74.0337589,3202,Newport PATH,40.7272235,-74.0337589,24457,Subscriber,1984,1,42
197,07-10-15 19:04,07-10-15 19:07,3186,Grove St PATH,40.71958612,-74.04311746,3213,Van Vorst Park,40.71848892,-74.04772663,24402,Subscriber,1985,1,3
288,07-10-15 19:05,07-10-15 19:09,3186,Grove St PATH,40.71958612,-74.04311746,3213,Van Vorst Park,40.71848892,-74.04772663,24569,Subscriber,1959,2,5
138,07-10-15 19:05,07-10-15 19:07,3183,Exchange Place,40.7162469,-74.0334588,3184,Paulus Hook,40.7141454,-74.0335519,24536,Subscriber,1983,1,2
271,07-10-15 19:10,07-10-15 19:15,3183,Exchange Place,40.7162469,-74.0334588,3186,Grove St PATH,40.71958612,-74.04311746,24608,Subscriber,1977,1,5
166,07-10-15 19:11,07-10-15 19:14,3195,Sip Ave,40.73074263,-74.06378388,3206,Hilltop,40.7311689,-74.0575736,24594,Subscriber,1990,1,3
423,07-10-15 19:12,07-10-15 19:19,3183,Exchange Place,40.7162469,-74.0334588,3205,JC Medical Center,40.71653978,-74.04963791,24453,Subscriber,1983,1,7
836,07-10-15 19:13,07-10-15 19:27,3186,Grove St PATH,40.71958612,-74.04311746,3192,Liberty Light Rail,40.7112423,-74.0557013,24456,Subscriber,1983,1,14
167,07-10-15 19:13,07-10-15 19:16,3202,Newport PATH,40.7272235,-74.0337589,3199,Newport Pkwy,40.7287448,-74.0321082,24432,Subscriber,1980,1,3
306,07-10-15 19:13,07-10-15 19:18,3186,Grove St PATH,40.71958612,-74.04311746,3214,Essex Light Rail,40.7127742,-74.0364857,24515,Subscriber,1983,1,5
1046,07-10-15 19:13,07-10-15 19:31,3184,Paulus Hook,40.7141454,-74.0335519,3186,Grove St PATH,40.71958612,-74.04311746,24408,Subscriber,1993,2,17
1007,07-10-15 19:13,07-10-15 19:30,3184,Paulus Hook,40.7141454,-74.0335519,3186,Grove St PATH,40.71958612,-74.04311746,24429,Subscriber,1992,1,17
157,07-10-15 19:14,07-10-15 19:16,3184,Paulus Hook,40.7141454,-74.0335519,3214,Essex Light Rail,40.7127742,-74.0364857,24536,Subscriber,1981,2,3
47982,07-10-15 19:15,08-10-15 8:34,3199,Newport Pkwy,40.7287448,-74.0321082,3199,Newport Pkwy,40.7287448,-74.0321082,24401,Customer,1984,0,800
626,07-10-15 19:15,07-10-15 19:25,3183,Exchange Place,40.7162469,-74.0334588,3209,Brunswick St,40.7241765,-74.0506564,24596,Subscriber,1982,1,10
346,07-10-15 19:16,07-10-15 19:21,3203,Hamilton Park,40.72759597,-74.04424731,3186,Grove St PATH,40.71958612,-74.04311746,24442,Subscriber,1969,1,6
736,07-10-15 19:17,07-10-15 19:29,3213,Van Vorst Park,40.71848892,-74.04772663,3203,Hamilton Park,40.72759597,-74.04424731,24569,Subscriber,1962,1,12
202,07-10-15 19:17,07-10-15 19:20,3214,Essex Light Rail,40.7127742,-74.0364857,3183,Exchange Place,40.7162469,-74.0334588,24593,Subscriber,1982,2,3
917,07-10-15 19:19,07-10-15 19:34,3199,Newport Pkwy,40.7287448,-74.0321082,3203,Hamilton Park,40.72759597,-74.04424731,24432,Subscriber,1966,1,15
453,07-10-15 19:19,07-10-15 19:27,3194,McGinley Square,40.72533993,-74.06762213,3220,5 Corners Library,40.73496102,-74.05950308,24676,Subscriber,1970,1,8
132,07-10-15 19:22,07-10-15 19:24,3186,Grove St PATH,40.71958612,-74.04311746,3211,Newark Ave,40.72152515,-74.04630454,24442,Subscriber,1976,1,2
1415,07-10-15 19:25,07-10-15 19:48,3202,Newport PATH,40.7272235,-74.0337589,3205,JC Medical Center,40.71653978,-74.04963791,24710,Subscriber,1971,1,24
319,07-10-15 19:25,07-10-15 19:30,3214,Essex Light Rail,40.7127742,-74.0364857,3186,Grove St PATH,40.71958612,-74.04311746,24536,Subscriber,1967,1,5
345,07-10-15 19:25,07-10-15 19:30,3186,Grove St PATH,40.71958612,-74.04311746,3203,Hamilton Park,40.72759597,-74.04424731,24681,Subscriber,1987,2,6
441,07-10-15 19:25,07-10-15 19:32,3210,Pershing Field,40.74267714,-74.05178863,3195,Sip Ave,40.73074263,-74.06378388,24474,Subscriber,1990,1,7
16626,07-10-15 19:26,08-10-15 0:03,3186,Grove St PATH,40.71958612,-74.04311746,3214,Essex Light Rail,40.7127742,-74.0364857,24532,Subscriber,1980,1,277
291,07-10-15 19:27,07-10-15 19:32,3205,JC Medical Center,40.71653978,-74.04963791,3186,Grove St PATH,40.71958612,-74.04311746,24453,Subscriber,1980,1,5
148,07-10-15 19:29,07-10-15 19:31,3186,Grove St PATH,40.71958612,-74.04311746,3211,Newark Ave,40.72152515,-74.04630454,24591,Subscriber,1967,1,2
209,07-10-15 19:30,07-10-15 19:33,3183,Exchange Place,40.7162469,-74.0334588,3214,Essex Light Rail,40.7127742,-74.0364857,24643,Subscriber,1980,2,3
981,07-10-15 19:33,07-10-15 19:49,3196,Riverview Park,40.7443187,-74.0439909,3203,Hamilton Park,40.72759597,-74.04424731,24452,Subscriber,1982,1,16
173,07-10-15 19:33,07-10-15 19:36,3183,Exchange Place,40.7162469,-74.0334588,3214,Essex Light Rail,40.7127742,-74.0364857,24455,Subscriber,1983,1,3
662,07-10-15 19:38,07-10-15 19:49,3184,Paulus Hook,40.7141454,-74.0335519,3199,Newport Pkwy,40.7287448,-74.0321082,24409,Subscriber,1977,2,11
645,07-10-15 19:41,07-10-15 19:51,3201,Dey St,40.737711,-74.066921,3195,Sip Ave,40.73074263,-74.06378388,24557,Subscriber,1961,1,11
524,07-10-15 19:41,07-10-15 19:50,3184,Paulus Hook,40.7141454,-74.0335519,3211,Newark Ave,40.72152515,-74.04630454,24584,Subscriber,1985,1,9
469,07-10-15 19:43,07-10-15 19:51,3205,JC Medical Center,40.71653978,-74.04963791,3203,Hamilton Park,40.72759597,-74.04424731,24560,Subscriber,1963,1,8
464,07-10-15 19:43,07-10-15 19:51,3184,Paulus Hook,40.7141454,-74.0335519,3213,Van Vorst Park,40.71848892,-74.04772663,24631,Subscriber,1982,2,8
580,07-10-15 19:45,07-10-15 19:54,3183,Exchange Place,40.7162469,-74.0334588,3203,Hamilton Park,40.72759597,-74.04424731,24446,Subscriber,1989,1,10
481,07-10-15 19:45,07-10-15 19:53,3213,Van Vorst Park,40.71848892,-74.04772663,3203,Hamilton Park,40.72759597,-74.04424731,24578,Subscriber,1987,2,8
1007,07-10-15 19:46,07-10-15 20:03,3194,McGinley Square,40.72533993,-74.06762213,3216,Columbia Park,40.6970299,-74.0969366,24547,Subscriber,1963,1,17
464,07-10-15 19:47,07-10-15 19:54,3183,Exchange Place,40.7162469,-74.0334588,3199,Newport Pkwy,40.7287448,-74.0321082,24531,Subscriber,1989,1,8
146,07-10-15 19:47,07-10-15 19:50,3202,Newport PATH,40.7272235,-74.0337589,3199,Newport Pkwy,40.7287448,-74.0321082,24457,Subscriber,1989,1,2
154,07-10-15 19:48,07-10-15 19:50,3183,Exchange Place,40.7162469,-74.0334588,3214,Essex Light Rail,40.7127742,-74.0364857,24514,Subscriber,1983,1,3
473,07-10-15 19:48,07-10-15 19:56,3220,5 Corners Library,40.73496102,-74.05950308,3194,McGinley Square,40.72533993,-74.06762213,24676,Subscriber,1981,1,8
217,07-10-15 19:49,07-10-15 19:53,3211,Newark Ave,40.72152515,-74.04630454,3203,Hamilton Park,40.72759597,-74.04424731,24422,Subscriber,1988,1,4
238,07-10-15 19:49,07-10-15 19:53,3186,Grove St PATH,40.71958612,-74.04311746,3213,Van Vorst Park,40.71848892,-74.04772663,24536,Subscriber,1988,1,4
385,07-10-15 19:51,07-10-15 19:58,3195,Sip Ave,40.73074263,-74.06378388,3207,Oakland Ave,40.7376037,-74.0524783,24474,Subscriber,1980,1,6
753,07-10-15 19:52,07-10-15 20:05,3220,5 Corners Library,40.73496102,-74.05950308,3210,Pershing Field,40.74267714,-74.05178863,24679,Subscriber,1977,2,13
766,07-10-15 19:54,07-10-15 20:06,3215,Central Ave,40.7467299,-74.0492509,3225,Baldwin at Montgomery,40.7236589,-74.0641943,24497,Subscriber,1988,2,13
693,07-10-15 19:54,07-10-15 20:06,3215,Central Ave,40.7467299,-74.0492509,3225,Baldwin at Montgomery,40.7236589,-74.0641943,24421,Subscriber,1986,1,12
304,07-10-15 19:56,07-10-15 20:01,3186,Grove St PATH,40.71958612,-74.04311746,3203,Hamilton Park,40.72759597,-74.04424731,24685,Subscriber,1970,1,5
341,07-10-15 19:57,07-10-15 20:03,3186,Grove St PATH,40.71958612,-74.04311746,3209,Brunswick St,40.7241765,-74.0506564,24408,Subscriber,1980,2,6
680,07-10-15 20:00,07-10-15 20:12,3186,Grove St PATH,40.71958612,-74.04311746,3212,Christ Hospital,40.73478582,-74.05044364,24608,Subscriber,1983,1,11
222,07-10-15 20:01,07-10-15 20:05,3183,Exchange Place,40.7162469,-74.0334588,3187,Warren St,40.7211236,-74.03805095,24548,Subscriber,1976,1,4
961,07-10-15 20:04,07-10-15 20:20,3202,Newport PATH,40.7272235,-74.0337589,3198,Heights Elevator,40.74871595,-74.0404433,24665,Subscriber,1988,1,16
306,07-10-15 20:05,07-10-15 20:10,3186,Grove St PATH,40.71958612,-74.04311746,3209,Brunswick St,40.7241765,-74.0506564,24429,Subscriber,1984,1,5
344,07-10-15 20:05,07-10-15 20:11,3201,Dey St,40.737711,-74.066921,3195,Sip Ave,40.73074263,-74.06378388,24659,Subscriber,1989,2,6
325,07-10-15 20:06,07-10-15 20:11,3206,Hilltop,40.7311689,-74.0575736,3212,Christ Hospital,40.73478582,-74.05044364,24625,Subscriber,1985,1,5
321,07-10-15 20:06,07-10-15 20:11,3186,Grove St PATH,40.71958612,-74.04311746,3214,Essex Light Rail,40.7127742,-74.0364857,24638,Subscriber,1976,1,5
770,07-10-15 20:06,07-10-15 20:19,3202,Newport PATH,40.7272235,-74.0337589,3183,Exchange Place,40.7162469,-74.0334588,24481,Subscriber,1962,1,13
